2025-03-30 18:50:41,894 - PAID - INFO - Arguments: Namespace(mode='train', data_root='./data/datasets/AttGAN', save_dir='./output/PAID_20250330_185041', resume=None, seed=42, gpu='0', batch_size=8, num_workers=4, image_size=256, patch_size=32, stride=16, num_high_freq_patches=9, num_low_freq_patches=9, feature_dim=256, epochs=10, lr=0.001, weight_decay=0.0001, lr_scheduler='cosine', lr_step_size=10, lr_gamma=0.1, warmup_epochs=5, print_freq=10, save_freq=5, eval_freq=1, image=None)
2025-03-30 18:50:41,894 - PAID - INFO - Using device: cuda
2025-03-30 18:50:41,907 - PAID - INFO - Training dataset size: 3192
2025-03-30 18:50:41,907 - PAID - INFO - Validation dataset size: 160
2025-03-30 18:50:42,269 - PAID - INFO - Starting training...
2025-03-30 18:50:48,620 - PAID - INFO - Epoch [1/10] Batch [190/399] Loss: 0.4050, Acc: 0.8750
2025-03-30 18:50:48,869 - PAID - INFO - Epoch [1/10] Batch [200/399] Loss: 0.3912, Acc: 1.0000
2025-03-30 18:50:49,101 - PAID - INFO - Epoch [1/10] Batch [210/399] Loss: 0.3845, Acc: 0.8750
2025-03-30 18:50:49,363 - PAID - INFO - Epoch [1/10] Batch [220/399] Loss: 0.3717, Acc: 0.8750
2025-03-30 18:50:49,613 - PAID - INFO - Epoch [1/10] Batch [230/399] Loss: 0.3680, Acc: 1.0000
2025-03-30 18:50:49,865 - PAID - INFO - Epoch [1/10] Batch [240/399] Loss: 0.3613, Acc: 1.0000
2025-03-30 18:50:50,120 - PAID - INFO - Epoch [1/10] Batch [250/399] Loss: 0.3564, Acc: 1.0000
2025-03-30 18:50:50,383 - PAID - INFO - Epoch [1/10] Batch [260/399] Loss: 0.3508, Acc: 0.8750
2025-03-30 18:50:50,624 - PAID - INFO - Epoch [1/10] Batch [270/399] Loss: 0.3529, Acc: 0.7500
2025-03-30 18:50:50,871 - PAID - INFO - Epoch [1/10] Batch [280/399] Loss: 0.3474, Acc: 1.0000
2025-03-30 18:50:51,129 - PAID - INFO - Epoch [1/10] Batch [290/399] Loss: 0.3427, Acc: 1.0000
2025-03-30 18:50:51,371 - PAID - INFO - Epoch [1/10] Batch [300/399] Loss: 0.3411, Acc: 0.6250
2025-03-30 18:50:51,605 - PAID - INFO - Epoch [1/10] Batch [310/399] Loss: 0.3366, Acc: 1.0000
2025-03-30 18:50:51,849 - PAID - INFO - Epoch [1/10] Batch [320/399] Loss: 0.3348, Acc: 1.0000
2025-03-30 18:50:52,087 - PAID - INFO - Epoch [1/10] Batch [330/399] Loss: 0.3297, Acc: 1.0000
2025-03-30 18:50:52,339 - PAID - INFO - Epoch [1/10] Batch [340/399] Loss: 0.3236, Acc: 1.0000
2025-03-30 18:50:52,617 - PAID - INFO - Epoch [1/10] Batch [350/399] Loss: 0.3180, Acc: 1.0000
2025-03-30 18:50:52,866 - PAID - INFO - Epoch [1/10] Batch [360/399] Loss: 0.3176, Acc: 1.0000
2025-03-30 18:50:53,114 - PAID - INFO - Epoch [1/10] Batch [370/399] Loss: 0.3130, Acc: 1.0000
2025-03-30 18:50:53,361 - PAID - INFO - Epoch [1/10] Batch [380/399] Loss: 0.3100, Acc: 1.0000
2025-03-30 18:50:53,617 - PAID - INFO - Epoch [1/10] Batch [390/399] Loss: 0.3072, Acc: 1.0000
2025-03-30 18:50:53,896 - PAID - INFO - Train Epoch 1 - Accuracy: 0.8722, AUC: 0.9440, Fake-Recall: 0.8916, Fake-Precision: 0.8583, F1: 0.8746, TP/FP/TN/FN: 1423/235/1361/173
2025-03-30 18:50:54,284 - PAID - INFO - Validation Epoch 1 - Accuracy: 0.9938, AUC: 0.9988, Fake-Recall: 1.0000, Fake-Precision: 0.9877, F1: 0.9938, TP/FP/TN/FN: 80/1/79/0
2025-03-30 18:50:54,377 - PAID - INFO - New best model saved with AUC: 0.9988
2025-03-30 18:50:54,377 - PAID - INFO - Epoch 1 completed. Current LR: 0.000253
2025-03-30 18:50:54,762 - PAID - INFO - Epoch [2/10] Batch [10/399] Loss: 0.2444, Acc: 1.0000
2025-03-30 18:50:55,003 - PAID - INFO - Epoch [2/10] Batch [20/399] Loss: 0.1553, Acc: 1.0000
2025-03-30 18:50:55,253 - PAID - INFO - Epoch [2/10] Batch [30/399] Loss: 0.1683, Acc: 0.7500
2025-03-30 18:50:55,497 - PAID - INFO - Epoch [2/10] Batch [40/399] Loss: 0.1700, Acc: 1.0000
2025-03-30 18:50:55,762 - PAID - INFO - Epoch [2/10] Batch [50/399] Loss: 0.1717, Acc: 0.8750
2025-03-30 18:50:56,021 - PAID - INFO - Epoch [2/10] Batch [60/399] Loss: 0.1709, Acc: 1.0000
2025-03-30 18:50:56,279 - PAID - INFO - Epoch [2/10] Batch [70/399] Loss: 0.1608, Acc: 1.0000
2025-03-30 18:50:56,521 - PAID - INFO - Epoch [2/10] Batch [80/399] Loss: 0.1613, Acc: 0.8750
2025-03-30 18:50:56,774 - PAID - INFO - Epoch [2/10] Batch [90/399] Loss: 0.1639, Acc: 0.7500
2025-03-30 18:50:57,002 - PAID - INFO - Epoch [2/10] Batch [100/399] Loss: 0.1831, Acc: 0.8750
2025-03-30 18:50:57,255 - PAID - INFO - Epoch [2/10] Batch [110/399] Loss: 0.1903, Acc: 1.0000
2025-03-30 18:50:57,522 - PAID - INFO - Epoch [2/10] Batch [120/399] Loss: 0.1970, Acc: 0.7500
2025-03-30 18:50:57,767 - PAID - INFO - Epoch [2/10] Batch [130/399] Loss: 0.2025, Acc: 1.0000
2025-03-30 18:50:58,012 - PAID - INFO - Epoch [2/10] Batch [140/399] Loss: 0.1950, Acc: 0.8750
2025-03-30 18:50:58,290 - PAID - INFO - Epoch [2/10] Batch [150/399] Loss: 0.1939, Acc: 0.7500
2025-03-30 18:50:58,535 - PAID - INFO - Epoch [2/10] Batch [160/399] Loss: 0.1981, Acc: 1.0000
2025-03-30 18:50:58,794 - PAID - INFO - Epoch [2/10] Batch [170/399] Loss: 0.1926, Acc: 0.8750
2025-03-30 18:50:59,058 - PAID - INFO - Epoch [2/10] Batch [180/399] Loss: 0.2038, Acc: 0.7500
2025-03-30 18:50:59,330 - PAID - INFO - Epoch [2/10] Batch [190/399] Loss: 0.2004, Acc: 1.0000
2025-03-30 18:50:59,610 - PAID - INFO - Epoch [2/10] Batch [200/399] Loss: 0.1968, Acc: 1.0000
2025-03-30 18:50:59,912 - PAID - INFO - Epoch [2/10] Batch [210/399] Loss: 0.1994, Acc: 0.8750
2025-03-30 18:51:00,168 - PAID - INFO - Epoch [2/10] Batch [220/399] Loss: 0.1965, Acc: 0.8750
2025-03-30 18:51:00,427 - PAID - INFO - Epoch [2/10] Batch [230/399] Loss: 0.2001, Acc: 0.8750
2025-03-30 18:51:00,695 - PAID - INFO - Epoch [2/10] Batch [240/399] Loss: 0.2040, Acc: 0.7500
2025-03-30 18:51:00,954 - PAID - INFO - Epoch [2/10] Batch [250/399] Loss: 0.2050, Acc: 1.0000
2025-03-30 18:51:01,218 - PAID - INFO - Epoch [2/10] Batch [260/399] Loss: 0.2008, Acc: 1.0000
2025-03-30 18:51:01,476 - PAID - INFO - Epoch [2/10] Batch [270/399] Loss: 0.1975, Acc: 1.0000
2025-03-30 18:51:01,731 - PAID - INFO - Epoch [2/10] Batch [280/399] Loss: 0.1939, Acc: 1.0000
2025-03-30 18:51:01,982 - PAID - INFO - Epoch [2/10] Batch [290/399] Loss: 0.1937, Acc: 0.8750
2025-03-30 18:51:02,258 - PAID - INFO - Epoch [2/10] Batch [300/399] Loss: 0.1913, Acc: 1.0000
2025-03-30 18:51:02,532 - PAID - INFO - Epoch [2/10] Batch [310/399] Loss: 0.1905, Acc: 1.0000
2025-03-30 18:51:02,787 - PAID - INFO - Epoch [2/10] Batch [320/399] Loss: 0.1923, Acc: 0.7500
2025-03-30 18:51:03,046 - PAID - INFO - Epoch [2/10] Batch [330/399] Loss: 0.1909, Acc: 1.0000
2025-03-30 18:51:03,307 - PAID - INFO - Epoch [2/10] Batch [340/399] Loss: 0.1891, Acc: 1.0000
2025-03-30 18:51:03,561 - PAID - INFO - Epoch [2/10] Batch [350/399] Loss: 0.1890, Acc: 0.8750
2025-03-30 18:51:03,836 - PAID - INFO - Epoch [2/10] Batch [360/399] Loss: 0.1891, Acc: 0.8750
2025-03-30 18:51:04,099 - PAID - INFO - Epoch [2/10] Batch [370/399] Loss: 0.1907, Acc: 0.8750
2025-03-30 18:51:04,347 - PAID - INFO - Epoch [2/10] Batch [380/399] Loss: 0.1886, Acc: 1.0000
2025-03-30 18:51:04,586 - PAID - INFO - Epoch [2/10] Batch [390/399] Loss: 0.1866, Acc: 1.0000
2025-03-30 18:51:04,858 - PAID - INFO - Train Epoch 2 - Accuracy: 0.9345, AUC: 0.9782, Fake-Recall: 0.9424, Fake-Precision: 0.9278, F1: 0.9350, TP/FP/TN/FN: 1504/117/1479/92
2025-03-30 18:51:05,262 - PAID - INFO - Validation Epoch 2 - Accuracy: 0.9938, AUC: 1.0000, Fake-Recall: 1.0000, Fake-Precision: 0.9877, F1: 0.9938, TP/FP/TN/FN: 80/1/79/0
2025-03-30 18:51:05,364 - PAID - INFO - New best model saved with AUC: 1.0000
2025-03-30 18:51:05,364 - PAID - INFO - Epoch 2 completed. Current LR: 0.000301
2025-03-30 18:51:05,768 - PAID - INFO - Epoch [3/10] Batch [10/399] Loss: 0.4136, Acc: 0.8750
2025-03-30 18:51:06,023 - PAID - INFO - Epoch [3/10] Batch [20/399] Loss: 0.3024, Acc: 1.0000
2025-03-30 18:51:06,274 - PAID - INFO - Epoch [3/10] Batch [30/399] Loss: 0.2597, Acc: 1.0000
2025-03-30 18:51:06,519 - PAID - INFO - Epoch [3/10] Batch [40/399] Loss: 0.2317, Acc: 1.0000
2025-03-30 18:51:06,774 - PAID - INFO - Epoch [3/10] Batch [50/399] Loss: 0.1994, Acc: 1.0000
2025-03-30 18:51:07,008 - PAID - INFO - Epoch [3/10] Batch [60/399] Loss: 0.2038, Acc: 0.8750
2025-03-30 18:51:07,260 - PAID - INFO - Epoch [3/10] Batch [70/399] Loss: 0.1823, Acc: 1.0000
2025-03-30 18:51:07,516 - PAID - INFO - Epoch [3/10] Batch [80/399] Loss: 0.1848, Acc: 1.0000
2025-03-30 18:51:07,779 - PAID - INFO - Epoch [3/10] Batch [90/399] Loss: 0.1966, Acc: 1.0000
2025-03-30 18:51:08,034 - PAID - INFO - Epoch [3/10] Batch [100/399] Loss: 0.1948, Acc: 0.8750
2025-03-30 18:51:08,301 - PAID - INFO - Epoch [3/10] Batch [110/399] Loss: 0.1874, Acc: 1.0000
2025-03-30 18:51:08,537 - PAID - INFO - Epoch [3/10] Batch [120/399] Loss: 0.1934, Acc: 1.0000
2025-03-30 18:51:08,790 - PAID - INFO - Epoch [3/10] Batch [130/399] Loss: 0.2005, Acc: 1.0000
2025-03-30 18:51:09,032 - PAID - INFO - Epoch [3/10] Batch [140/399] Loss: 0.1984, Acc: 1.0000
2025-03-30 18:51:09,285 - PAID - INFO - Epoch [3/10] Batch [150/399] Loss: 0.1961, Acc: 0.8750
2025-03-30 18:51:09,536 - PAID - INFO - Epoch [3/10] Batch [160/399] Loss: 0.1932, Acc: 1.0000
2025-03-30 18:51:09,772 - PAID - INFO - Epoch [3/10] Batch [170/399] Loss: 0.1883, Acc: 0.8750
2025-03-30 18:51:10,007 - PAID - INFO - Epoch [3/10] Batch [180/399] Loss: 0.1830, Acc: 0.8750
2025-03-30 18:51:10,274 - PAID - INFO - Epoch [3/10] Batch [190/399] Loss: 0.1791, Acc: 1.0000
2025-03-30 18:51:10,521 - PAID - INFO - Epoch [3/10] Batch [200/399] Loss: 0.1759, Acc: 1.0000
2025-03-30 18:51:10,783 - PAID - INFO - Epoch [3/10] Batch [210/399] Loss: 0.1692, Acc: 1.0000
2025-03-30 18:51:11,016 - PAID - INFO - Epoch [3/10] Batch [220/399] Loss: 0.1671, Acc: 1.0000
2025-03-30 18:51:11,279 - PAID - INFO - Epoch [3/10] Batch [230/399] Loss: 0.1625, Acc: 0.8750
2025-03-30 18:51:11,552 - PAID - INFO - Epoch [3/10] Batch [240/399] Loss: 0.1597, Acc: 1.0000
2025-03-30 18:51:11,798 - PAID - INFO - Epoch [3/10] Batch [250/399] Loss: 0.1706, Acc: 0.8750
2025-03-30 18:51:12,046 - PAID - INFO - Epoch [3/10] Batch [260/399] Loss: 0.1677, Acc: 1.0000
2025-03-30 18:51:12,319 - PAID - INFO - Epoch [3/10] Batch [270/399] Loss: 0.1670, Acc: 1.0000
2025-03-30 18:51:12,575 - PAID - INFO - Epoch [3/10] Batch [280/399] Loss: 0.1687, Acc: 0.8750
2025-03-30 18:51:12,847 - PAID - INFO - Epoch [3/10] Batch [290/399] Loss: 0.1650, Acc: 1.0000
2025-03-30 18:51:13,106 - PAID - INFO - Epoch [3/10] Batch [300/399] Loss: 0.1622, Acc: 1.0000
2025-03-30 18:51:13,377 - PAID - INFO - Epoch [3/10] Batch [310/399] Loss: 0.1577, Acc: 1.0000
2025-03-30 18:51:13,642 - PAID - INFO - Epoch [3/10] Batch [320/399] Loss: 0.1614, Acc: 1.0000
2025-03-30 18:51:13,873 - PAID - INFO - Epoch [3/10] Batch [330/399] Loss: 0.1616, Acc: 1.0000
2025-03-30 18:51:14,135 - PAID - INFO - Epoch [3/10] Batch [340/399] Loss: 0.1589, Acc: 1.0000
2025-03-30 18:51:14,367 - PAID - INFO - Epoch [3/10] Batch [350/399] Loss: 0.1609, Acc: 1.0000
2025-03-30 18:51:14,609 - PAID - INFO - Epoch [3/10] Batch [360/399] Loss: 0.1582, Acc: 1.0000
2025-03-30 18:51:14,878 - PAID - INFO - Epoch [3/10] Batch [370/399] Loss: 0.1574, Acc: 0.8750
2025-03-30 18:51:15,142 - PAID - INFO - Epoch [3/10] Batch [380/399] Loss: 0.1562, Acc: 0.8750
2025-03-30 18:51:15,424 - PAID - INFO - Epoch [3/10] Batch [390/399] Loss: 0.1562, Acc: 1.0000
2025-03-30 18:51:15,721 - PAID - INFO - Train Epoch 3 - Accuracy: 0.9489, AUC: 0.9835, Fake-Recall: 0.9536, Fake-Precision: 0.9448, F1: 0.9492, TP/FP/TN/FN: 1522/89/1507/74
2025-03-30 18:51:16,115 - PAID - INFO - Validation Epoch 3 - Accuracy: 0.9812, AUC: 1.0000, Fake-Recall: 1.0000, Fake-Precision: 0.9639, F1: 0.9816, TP/FP/TN/FN: 80/3/77/0
2025-03-30 18:51:16,116 - PAID - INFO - Epoch 3 completed. Current LR: 0.000221
2025-03-30 18:51:16,531 - PAID - INFO - Epoch [4/10] Batch [10/399] Loss: 0.1103, Acc: 1.0000
2025-03-30 18:51:16,801 - PAID - INFO - Epoch [4/10] Batch [20/399] Loss: 0.1161, Acc: 1.0000
2025-03-30 18:51:17,088 - PAID - INFO - Epoch [4/10] Batch [30/399] Loss: 0.1160, Acc: 0.7500
2025-03-30 18:51:17,320 - PAID - INFO - Epoch [4/10] Batch [40/399] Loss: 0.1020, Acc: 1.0000
2025-03-30 18:51:17,561 - PAID - INFO - Epoch [4/10] Batch [50/399] Loss: 0.1133, Acc: 0.8750
2025-03-30 18:51:17,808 - PAID - INFO - Epoch [4/10] Batch [60/399] Loss: 0.1096, Acc: 1.0000
2025-03-30 18:51:18,040 - PAID - INFO - Epoch [4/10] Batch [70/399] Loss: 0.1064, Acc: 0.8750
2025-03-30 18:51:18,282 - PAID - INFO - Epoch [4/10] Batch [80/399] Loss: 0.1008, Acc: 0.8750
2025-03-30 18:51:18,553 - PAID - INFO - Epoch [4/10] Batch [90/399] Loss: 0.0939, Acc: 1.0000
2025-03-30 18:51:18,838 - PAID - INFO - Epoch [4/10] Batch [100/399] Loss: 0.1007, Acc: 0.8750
2025-03-30 18:51:19,124 - PAID - INFO - Epoch [4/10] Batch [110/399] Loss: 0.1013, Acc: 1.0000
2025-03-30 18:51:19,418 - PAID - INFO - Epoch [4/10] Batch [120/399] Loss: 0.1020, Acc: 1.0000
2025-03-30 18:51:19,692 - PAID - INFO - Epoch [4/10] Batch [130/399] Loss: 0.0999, Acc: 0.8750
2025-03-30 18:51:19,945 - PAID - INFO - Epoch [4/10] Batch [140/399] Loss: 0.0969, Acc: 1.0000
2025-03-30 18:51:20,180 - PAID - INFO - Epoch [4/10] Batch [150/399] Loss: 0.0934, Acc: 0.8750
2025-03-30 18:51:20,473 - PAID - INFO - Epoch [4/10] Batch [160/399] Loss: 0.0918, Acc: 0.8750
2025-03-30 18:51:20,755 - PAID - INFO - Epoch [4/10] Batch [170/399] Loss: 0.1008, Acc: 0.8750
2025-03-30 18:51:21,007 - PAID - INFO - Epoch [4/10] Batch [180/399] Loss: 0.0976, Acc: 1.0000
2025-03-30 18:51:21,262 - PAID - INFO - Epoch [4/10] Batch [190/399] Loss: 0.0945, Acc: 1.0000
2025-03-30 18:51:21,519 - PAID - INFO - Epoch [4/10] Batch [200/399] Loss: 0.0959, Acc: 1.0000
2025-03-30 18:51:21,791 - PAID - INFO - Epoch [4/10] Batch [210/399] Loss: 0.0976, Acc: 1.0000
2025-03-30 18:51:22,061 - PAID - INFO - Epoch [4/10] Batch [220/399] Loss: 0.0976, Acc: 1.0000
2025-03-30 18:51:22,302 - PAID - INFO - Epoch [4/10] Batch [230/399] Loss: 0.0960, Acc: 1.0000
2025-03-30 18:51:22,553 - PAID - INFO - Epoch [4/10] Batch [240/399] Loss: 0.0948, Acc: 1.0000
2025-03-30 18:51:22,792 - PAID - INFO - Epoch [4/10] Batch [250/399] Loss: 0.1034, Acc: 1.0000
2025-03-30 18:51:23,073 - PAID - INFO - Epoch [4/10] Batch [260/399] Loss: 0.1015, Acc: 1.0000
2025-03-30 18:51:23,420 - PAID - INFO - Epoch [4/10] Batch [270/399] Loss: 0.1018, Acc: 0.8750
2025-03-30 18:51:23,736 - PAID - INFO - Epoch [4/10] Batch [280/399] Loss: 0.0998, Acc: 1.0000
2025-03-30 18:51:24,053 - PAID - INFO - Epoch [4/10] Batch [290/399] Loss: 0.0988, Acc: 1.0000
2025-03-30 18:51:24,301 - PAID - INFO - Epoch [4/10] Batch [300/399] Loss: 0.0985, Acc: 1.0000
2025-03-30 18:51:24,563 - PAID - INFO - Epoch [4/10] Batch [310/399] Loss: 0.0989, Acc: 1.0000
2025-03-30 18:51:24,865 - PAID - INFO - Epoch [4/10] Batch [320/399] Loss: 0.0976, Acc: 1.0000
2025-03-30 18:51:25,158 - PAID - INFO - Epoch [4/10] Batch [330/399] Loss: 0.0999, Acc: 1.0000
2025-03-30 18:51:25,455 - PAID - INFO - Epoch [4/10] Batch [340/399] Loss: 0.0988, Acc: 1.0000
2025-03-30 18:51:25,711 - PAID - INFO - Epoch [4/10] Batch [350/399] Loss: 0.1014, Acc: 1.0000
2025-03-30 18:51:25,959 - PAID - INFO - Epoch [4/10] Batch [360/399] Loss: 0.1018, Acc: 0.8750
2025-03-30 18:51:26,258 - PAID - INFO - Epoch [4/10] Batch [370/399] Loss: 0.1032, Acc: 0.6250
2025-03-30 18:51:26,501 - PAID - INFO - Epoch [4/10] Batch [380/399] Loss: 0.1036, Acc: 1.0000
2025-03-30 18:51:26,760 - PAID - INFO - Epoch [4/10] Batch [390/399] Loss: 0.1037, Acc: 0.6250
2025-03-30 18:51:27,029 - PAID - INFO - Train Epoch 4 - Accuracy: 0.9633, AUC: 0.9931, Fake-Recall: 0.9630, Fake-Precision: 0.9636, F1: 0.9633, TP/FP/TN/FN: 1537/58/1538/59
2025-03-30 18:51:27,391 - PAID - INFO - Validation Epoch 4 - Accuracy: 0.9938, AUC: 0.9997, Fake-Recall: 1.0000, Fake-Precision: 0.9877, F1: 0.9938, TP/FP/TN/FN: 80/1/79/0
2025-03-30 18:51:27,392 - PAID - INFO - Epoch 4 completed. Current LR: 0.000078
2025-03-30 18:51:27,726 - PAID - INFO - Epoch [5/10] Batch [10/399] Loss: 0.0173, Acc: 1.0000
2025-03-30 18:51:27,956 - PAID - INFO - Epoch [5/10] Batch [20/399] Loss: 0.0369, Acc: 1.0000
2025-03-30 18:51:28,216 - PAID - INFO - Epoch [5/10] Batch [30/399] Loss: 0.0602, Acc: 1.0000
2025-03-30 18:51:28,474 - PAID - INFO - Epoch [5/10] Batch [40/399] Loss: 0.0546, Acc: 1.0000
2025-03-30 18:51:28,741 - PAID - INFO - Epoch [5/10] Batch [50/399] Loss: 0.0550, Acc: 1.0000
2025-03-30 18:51:29,006 - PAID - INFO - Epoch [5/10] Batch [60/399] Loss: 0.0559, Acc: 1.0000
2025-03-30 18:51:29,301 - PAID - INFO - Epoch [5/10] Batch [70/399] Loss: 0.0555, Acc: 1.0000
2025-03-30 18:51:29,575 - PAID - INFO - Epoch [5/10] Batch [80/399] Loss: 0.0552, Acc: 1.0000
2025-03-30 18:51:29,862 - PAID - INFO - Epoch [5/10] Batch [90/399] Loss: 0.0644, Acc: 0.8750
2025-03-30 18:51:30,111 - PAID - INFO - Epoch [5/10] Batch [100/399] Loss: 0.0668, Acc: 0.8750
2025-03-30 18:51:30,369 - PAID - INFO - Epoch [5/10] Batch [110/399] Loss: 0.0679, Acc: 1.0000
2025-03-30 18:51:30,631 - PAID - INFO - Epoch [5/10] Batch [120/399] Loss: 0.0665, Acc: 1.0000
2025-03-30 18:51:30,910 - PAID - INFO - Epoch [5/10] Batch [130/399] Loss: 0.0659, Acc: 1.0000
2025-03-30 18:51:31,164 - PAID - INFO - Epoch [5/10] Batch [140/399] Loss: 0.0626, Acc: 1.0000
2025-03-30 18:51:31,429 - PAID - INFO - Epoch [5/10] Batch [150/399] Loss: 0.0606, Acc: 0.8750
2025-03-30 18:51:31,709 - PAID - INFO - Epoch [5/10] Batch [160/399] Loss: 0.0594, Acc: 1.0000
2025-03-30 18:51:32,014 - PAID - INFO - Epoch [5/10] Batch [170/399] Loss: 0.0575, Acc: 1.0000
2025-03-30 18:51:32,263 - PAID - INFO - Epoch [5/10] Batch [180/399] Loss: 0.0566, Acc: 1.0000
2025-03-30 18:51:32,521 - PAID - INFO - Epoch [5/10] Batch [190/399] Loss: 0.0565, Acc: 0.8750
2025-03-30 18:51:32,772 - PAID - INFO - Epoch [5/10] Batch [200/399] Loss: 0.0548, Acc: 1.0000
2025-03-30 18:51:33,018 - PAID - INFO - Epoch [5/10] Batch [210/399] Loss: 0.0549, Acc: 1.0000
2025-03-30 18:51:33,263 - PAID - INFO - Epoch [5/10] Batch [220/399] Loss: 0.0531, Acc: 1.0000
2025-03-30 18:51:33,507 - PAID - INFO - Epoch [5/10] Batch [230/399] Loss: 0.0517, Acc: 1.0000
2025-03-30 18:51:33,749 - PAID - INFO - Epoch [5/10] Batch [240/399] Loss: 0.0520, Acc: 1.0000
2025-03-30 18:51:34,028 - PAID - INFO - Epoch [5/10] Batch [250/399] Loss: 0.0515, Acc: 1.0000
2025-03-30 18:51:34,267 - PAID - INFO - Epoch [5/10] Batch [260/399] Loss: 0.0510, Acc: 1.0000
2025-03-30 18:51:34,502 - PAID - INFO - Epoch [5/10] Batch [270/399] Loss: 0.0570, Acc: 0.8750
2025-03-30 18:51:34,751 - PAID - INFO - Epoch [5/10] Batch [280/399] Loss: 0.0558, Acc: 1.0000
2025-03-30 18:51:34,997 - PAID - INFO - Epoch [5/10] Batch [290/399] Loss: 0.0556, Acc: 0.8750
2025-03-30 18:51:35,253 - PAID - INFO - Epoch [5/10] Batch [300/399] Loss: 0.0545, Acc: 1.0000
2025-03-30 18:51:35,522 - PAID - INFO - Epoch [5/10] Batch [310/399] Loss: 0.0556, Acc: 0.8750
2025-03-30 18:51:35,776 - PAID - INFO - Epoch [5/10] Batch [320/399] Loss: 0.0545, Acc: 1.0000
2025-03-30 18:51:36,022 - PAID - INFO - Epoch [5/10] Batch [330/399] Loss: 0.0531, Acc: 1.0000
2025-03-30 18:51:36,296 - PAID - INFO - Epoch [5/10] Batch [340/399] Loss: 0.0518, Acc: 1.0000
2025-03-30 18:51:36,559 - PAID - INFO - Epoch [5/10] Batch [350/399] Loss: 0.0522, Acc: 1.0000
2025-03-30 18:51:36,846 - PAID - INFO - Epoch [5/10] Batch [360/399] Loss: 0.0540, Acc: 0.8750
2025-03-30 18:51:37,102 - PAID - INFO - Epoch [5/10] Batch [370/399] Loss: 0.0565, Acc: 0.8750
2025-03-30 18:51:37,361 - PAID - INFO - Epoch [5/10] Batch [380/399] Loss: 0.0564, Acc: 1.0000
2025-03-30 18:51:37,627 - PAID - INFO - Epoch [5/10] Batch [390/399] Loss: 0.0562, Acc: 1.0000
2025-03-30 18:51:37,893 - PAID - INFO - Train Epoch 5 - Accuracy: 0.9806, AUC: 0.9978, Fake-Recall: 0.9781, Fake-Precision: 0.9830, F1: 0.9805, TP/FP/TN/FN: 1561/27/1569/35
